property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month,coordinate1,coordinate2,coutry_code,coutry,availability_30,availability_60,availability_90,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
Condominium,Private room,Real Bed,2,1124,strict_14_with_grace_period,3,1,2,82,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",1170.0,0.0,0.0,0,0,600.0,3000.0,0,114.16923,22.31759,HK,Hong Kong,18,42,66,333,9.0,9.0,10.0,10.0,10.0,9.0,91.0
Apartment,Private room,Real Bed,2,365,flexible,2,1,1,2,1,"['Internet', 'Wifi', 'Kitchen', 'Elevator', 'Washer']",40.0,0.0,20.0,0,0,600.0,3000.0,0,2.15838,41.39955,ES,Spain,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,90.0
Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,175,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",95.0,0.0,15.0,0,0,637.0,3000.0,0,-73.96389,40.79855,US,United States,12,36,60,149,9.0,9.0,9.0,9.0,9.0,9.0,85.0
House,Private room,Real Bed,2,1125,moderate,2,1,1,151,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Stove', 'Garden or backyard']",28.0,0.0,0.0,0,0,220.0,3000.0,0,-8.61042,41.16794,PT,Portugal,19,39,65,336,10.0,9.0,10.0,10.0,9.0,9.0,90.0
House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,3,4,70,1,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Garden or backyard', 'Beach essentials']",139.0,0.0,150.0,5,5,895.0,3080.0,0,-155.81156,20.02293,US,United States,0,27,53,314,9.0,9.0,10.0,10.0,9.0,9.0,88.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,84,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Gym', 'Elevator', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",101.0,500.0,60.0,0,0,950.0,2200.0,0,-73.55941,45.50367,CA,Canada,26,55,80,225,10.0,10.0,10.0,10.0,10.0,10.0,97.0
Apartment,Entire home/apt,Real Bed,2,1125,flexible,3,1,1,0,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo']",125.0,300.0,35.0,25,25,600.0,3000.0,0,-73.92714,40.76448,US,United States,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Cabin,Private room,Real Bed,1,1125,flexible,3,1,2,15,1,"['Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Other pet(s)', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Hot water', 'Other']",35.0,0.0,50.0,6,6,600.0,3000.0,0,-154.91298,19.43804,US,United States,30,60,90,90,9.0,9.0,10.0,10.0,9.0,10.0,91.0
Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1,1,1,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials']",150.0,0.0,0.0,0,0,600.0,3000.0,0,-73.98364,40.74603,US,United States,0,0,0,0,8.0,8.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2,4,97,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Paid parking on premises']",160.0,100.0,150.0,10,10,1120.0,4500.0,0,-157.83366,21.28569,US,United States,4,25,42,295,9.0,9.0,10.0,10.0,10.0,9.0,88.0
Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,0,1,2,1,"['Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Hair dryer']",140.0,0.0,45.0,20,20,600.0,3000.0,0,-73.98061,40.77088,US,United States,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Aparthotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1,1,2,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",506.0,0.0,0.0,119,119,600.0,3000.0,0,28.97869,41.03199,TR,Turkey,27,57,84,359,9.0,8.0,10.0,10.0,9.0,8.0,90.0
Apartment,Private room,Real Bed,28,365,moderate,2,1,1,15,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Elevator', 'Family/kid friendly']",377.0,783.0,0.0,100,100,2250.0,6200.0,0,114.16853,22.31827,HK,Hong Kong,0,12,42,317,9.0,8.0,9.0,10.0,10.0,9.0,89.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0,1,9,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Shampoo']",110.0,100.0,0.0,25,25,800.0,2600.0,0,-73.94089,40.75226,US,United States,0,0,0,0,9.0,7.0,9.0,9.0,9.0,8.0,80.0
Serviced apartment,Entire home/apt,Real Bed,30,1125,flexible,1,1,1,5,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'High chair', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",190.0,0.0,0.0,22,22,600.0,3400.0,0,28.9877,41.04824,TR,Turkey,29,59,89,364,10.0,10.0,10.0,10.0,9.0,9.0,96.0
House,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,"['TV', 'Internet', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Heating', 'Washer']",380.0,0.0,0.0,0,0,600.0,3000.0,0,-73.54547,45.54974,CA,Canada,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,33,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",89.0,0.0,60.0,0,0,750.0,2800.0,0,-73.5569,45.51323,CA,Canada,0,0,0,0,10.0,10.0,9.0,10.0,10.0,9.0,96.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,2,0,1,"['Internet', 'Wifi', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials']",148.0,0.0,0.0,0,0,600.0,3000.0,0,28.98261,41.0433,TR,Turkey,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2,6,37,1,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'High chair', 'Children’s books and toys', 'Crib', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Beach essentials', 'Long term stays allowed', 'Other', 'Beachfront']",165.0,200.0,200.0,0,0,600.0,3000.0,0,151.25694,-33.94541,AU,Australia,8,10,10,244,10.0,9.0,10.0,10.0,10.0,9.0,96.0
Apartment,Entire home/apt,Real Bed,2,2147483647,flexible,7,2,7,96,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",316.0,791.0,158.0,37,37,600.0,3000.0,0,28.95067,41.01094,TR,Turkey,11,19,32,266,9.0,9.0,9.0,9.0,9.0,9.0,91.0
Resort,Private room,Real Bed,5,1125,strict_14_with_grace_period,6,2,3,5,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",158.0,0.0,175.0,5,5,600.0,3000.0,0,-155.96112,19.55482,US,United States,6,6,8,268,9.0,8.0,10.0,10.0,10.0,10.0,92.0
House,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,"['TV', 'Internet', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer']",237.0,0.0,0.0,0,0,600.0,3000.0,0,28.95132,41.05945,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,5,flexible,4,3,3,1,1,"['Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo']",596.0,0.0,0.0,0,0,600.0,3000.0,0,28.98673,41.0604,TR,Turkey,28,58,88,88,8.0,8.0,10.0,10.0,8.0,8.0,80.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,4,10,0,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Fire extinguisher', 'Shampoo', 'Iron', 'translation missing: en.hosting_amenity_50', 'Bed linens', 'Host greets you']",1891.0,0.0,150.0,150,150,600.0,3000.0,0,-43.18586737856383,-22.968760724606092,BR,Brazil,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,3,60,moderate,3,1,2,208,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",199.0,250.0,75.0,15,15,1500.0,4400.0,0,-73.99706,40.71955,US,United States,2,4,11,145,10.0,9.0,10.0,10.0,10.0,9.0,94.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,1,23,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",145.0,1500.0,250.0,50,50,600.0,3000.0,0,-43.18829729959148,-22.974336342468238,BR,Brazil,15,45,75,350,10.0,10.0,10.0,10.0,10.0,9.0,96.0
Apartment,Private room,Real Bed,5,60,moderate,2,1,1,17,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Essentials']",155.0,150.0,90.0,20,20,950.0,2400.0,0,-74.00119,40.74314,US,United States,15,45,74,74,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,1,"['Kitchen', 'Family/kid friendly', 'Essentials']",169.0,0.0,119.0,60,60,893.0,2978.0,0,29.01602,41.01932,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Townhouse,Private room,Real Bed,1,1125,flexible,2,1,2,0,1,"['Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Heating', 'Washer', 'Dryer']",401.0,0.0,0.0,0,0,600.0,3000.0,0,29.03461,41.00781,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,1,"['Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Washer', 'Shampoo']",153.0,0.0,238.0,0,0,923.0,3252.0,0,28.98522,41.04545,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,2,2,3,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials']",125.0,0.0,55.0,0,0,599.0,3000.0,0,-73.57123,45.51768,CA,Canada,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1,1,3,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo']",125.0,0.0,10.0,0,0,600.0,3000.0,0,-73.99555,40.7256,US,United States,0,0,0,0,9.0,9.0,10.0,10.0,10.0,9.0,90.0
Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,3,1,1,2,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials']",87.0,0.0,100.0,0,0,600.0,2006.0,0,151.26204,-33.89108,AU,Australia,0,0,0,0,8.0,6.0,8.0,10.0,10.0,8.0,70.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,2,2,1,1,"['Internet', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials']",101.0,0.0,0.0,0,0,600.0,3000.0,0,-73.57317,45.53339,CA,Canada,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Private room,Real Bed,1,31,strict_14_with_grace_period,2,1,1,308,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Other']",60.0,0.0,0.0,10,10,600.0,3000.0,0,-158.02898,21.68145,US,United States,8,16,43,278,9.0,9.0,9.0,9.0,9.0,9.0,93.0
Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,4,1,1,102,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Pack ’n Play/travel crib']",125.0,250.0,70.0,0,0,800.0,2800.0,0,-73.93687,40.67958,US,United States,12,19,38,292,9.0,9.0,10.0,10.0,9.0,9.0,90.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,3,48,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Private living room', 'Hot water', 'Bed linens', 'Long term stays allowed', 'Host greets you']",237.0,0.0,105.0,0,0,600.0,3000.0,0,28.97795,41.04559,TR,Turkey,17,20,42,295,9.0,9.0,10.0,10.0,9.0,9.0,90.0
Condominium,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2,0,1,35,1,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",115.0,0.0,125.0,0,0,945.0,3000.0,0,-156.66421,20.98967,US,United States,0,2,23,225,9.0,9.0,9.0,10.0,9.0,9.0,93.0
House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,4,4,3,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Children’s books and toys', 'Hot water', 'Bed linens', 'BBQ grill', 'Patio or balcony', 'Garden or backyard']",300.0,0.0,120.0,25,25,1800.0,3000.0,0,151.26562,-33.75694,AU,Australia,0,7,7,10,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,2,6,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",60.0,100.0,0.0,5,5,400.0,1200.0,0,-8.60402,41.14771,PT,Portugal,30,60,90,365,9.0,9.0,10.0,10.0,9.0,10.0,95.0
House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,8,3,3,176,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Family/kid friendly', 'Shampoo']",997.0,0.0,50.0,50,50,600.0,3000.0,0,114.17289,22.30649,HK,Hong Kong,4,25,51,311,8.0,6.0,8.0,9.0,9.0,8.0,79.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1,1,0,1,[''],485.0,0.0,0.0,0,0,600.0,3000.0,0,28.97601,41.07329,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,3,1125,moderate,3,2,2,0,1,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials']",140.0,0.0,0.0,0,0,825.0,3000.0,0,-73.98009,40.72475,US,United States,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,0,2,82,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'High chair', 'Crib', 'Paid parking on premises']",80.0,300.0,70.0,0,0,600.0,3000.0,0,2.16612,41.38817,ES,Spain,3,21,36,268,10.0,9.0,10.0,10.0,10.0,9.0,95.0
Apartment,Entire home/apt,Real Bed,3,30,moderate,5,2,3,7,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials']",75.0,0.0,30.0,0,0,450.0,3000.0,0,-73.60524,45.54601,CA,Canada,0,0,0,0,8.0,6.0,9.0,8.0,8.0,8.0,80.0
Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2,2,31,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Hair dryer', 'Iron', 'Hot water', 'Other']",54.0,0.0,0.0,50,50,600.0,3000.0,0,-8.61651,41.14498,PT,Portugal,20,37,55,321,9.0,9.0,9.0,9.0,10.0,9.0,85.0
Condominium,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,3,1,2,7,1,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed']",79.0,500.0,150.0,20,20,600.0,2875.0,0,-158.21248,21.46174,US,United States,0,25,51,203,10.0,9.0,10.0,10.0,9.0,9.0,91.0
Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,2,16,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Other']",40.0,0.0,0.0,0,0,600.0,3000.0,0,-8.61434,41.15094,PT,Portugal,13,29,55,316,9.0,9.0,9.0,8.0,9.0,9.0,89.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,2,16,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Bathtub', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access']",90.0,1000.0,30.0,15,15,1100.0,3500.0,0,-157.85062,21.30094,US,United States,18,40,70,331,8.0,9.0,9.0,10.0,9.0,9.0,90.0
